,Investigation,Date,Location,Country,Damage,Make,Model,EnginesNo,EngineType,Carrier,Weather,Phase,GeoPoint,Make_Model
27194,Accident,2002-08-27,KODIAK_AK,US,Substantial,Cessna,A185F,1,Reciprocating,C_air,VMC,Approach,"57.646111, -153.307222",Cessna_A185F
27442,Accident,2016-11-23,Moorhead_MN,US,Substantial,Beech,200,2,Turbo_Prop,"Flight_development,_llc",IMC,Go_around,"46.839166, -96.664167",Beech_200
27599,Accident,1997-10-08,MONTROSE_CO,US,Destroyed,Cessna,208,1,Turbo_Prop,Scenic_airlines_inc,IMC,Climb,Missing,Cessna_208
28019,Accident,2013-12-02,LaAlianza_PR,US,Destroyed,Fairchild,SA227_AC,2,Turbo_Prop,Ibc_airways_inc,VMC,Descent,"18.384444, -66.588333",Fairchild_SA227_AC
28026,Accident,2013-03-08,Talkeetna_AK,US,Substantial,Cessna,A185F,1,Reciprocating,Talkeetna_air_taxi_inc,VMC,Taxi,"62.856944, -150.701944",Cessna_A185F
28177,Accident,2009-12-10,St.Louis_MO,US,Substantial,Beech,200,2,Turbo_Prop,Butler_aviation_inc,VMC,Landing,"38.748611, -90.37",Beech_200
28256,Incident,2010-12-01,Toledo_OH,US,Missing,Cessna,560XL,2,Turbo_Fan,Netjets_Airlines,VMC,Landing,"41.586944, -83.807778",Cessna_560XL
28336,Incident,2005-05-12,UnionStar_MO,US,Missing,Boeing,717,2,Turbo_Fan,Midwest_airlines,IMC,Climb,"39.966667, -94.583333",Boeing_717
28493,Accident,2005-12-07,Pierre_SD,US,Substantial,Cessna,310Q,2,Reciprocating,Air_max_airlines,VMC,Landing,"44.382778, -100.286111",Cessna_310Q
28681,Accident,2014-09-22,Deadhorse_AK,US,Substantial,Cessna,TU206,1,Reciprocating,70_north_llc_(dba:_70_north),VMC,Cruise,"70.313889, -148.036389",Cessna_TU206
28683,Incident,2014-09-13,Hodeida_Yemen,Yemen,Minor,Bombardier,CRJ700,2,Turbo_Fan,Felix_airways,UNK,Takeoff,"14.764444, 42.981945",Bombardier_CRJ700
28905,Accident,2009-04-20,Phoenix_AZ,US,Substantial,De_havilland,DHC_8,2,Turbo_Prop,Mesa_Airlines,VMC,Taxi,"33.434166, -112.011389",De_havilland_DHC_8
28920,Incident,2008-11-26,Bozeman_MT,US,Missing,Boeing,777,2,Turbo_Fan,Delta_Airlines,VMC,Other,Missing,Boeing_777
28970,Accident,2008-10-07,Bethel_AK,US,Substantial,Cessna,208,1,Turbo_Prop,Grant_aviation_inc.,VMC,Taxi,"60.779723, -161.838055",Cessna_208
28973,Accident,2008-09-12,Dillingham_AK,US,Substantial,Cessna,207,1,Reciprocating,Shannon's_air_taxi,IMC,Takeoff,"59.044722, -158.505556",Cessna_207
29056,Accident,2013-02-16,DutchHarbor_AK,US,Substantial,Piper,PA_31,2,Reciprocating,Grant_aviation_inc_(dba:_grant_aviation),VMC,Landing,"53.892777, -166.540277",Piper_PA_31
29065,Accident,2012-12-05,NewYork_NY,US,Substantial,Bombardier,CL_600_2B19,2,Turbo_Fan,Air_wisconsin_(dba:_us_airways_express),VMC,Approach,"40.777223, -73.8725",Bombardier_CL_600_2B19
29071,Accident,2012-10-21,Talkeetna_AK,US,Substantial,Cessna,A185E,1,Reciprocating,Talkeetna_air_taxi_inc,VMC,Landing,"62.320556, -150.093611",Cessna_A185E
29100,Accident,2007-04-26,Hatch_NM,US,Substantial,Cessna,310R,2,Reciprocating,Aero_Charter,VMC,Cruise,"32.823056, -107.095",Cessna_310R
29123,Accident,2006-11-07,Chicago_IL,US,Minor,Airbus,A_320_200,2,Turbo_Fan,United_Airlines,IMC,Taxi,"41.978611, -87.904722",Airbus_A_320_200
29195,Incident,2008-07-07,St.Louis_MO,US,Minor,Mcdonnell,MD_81,2,Turbo_Fan,"Midwest_airlines,_inc.",VMC,Takeoff,"38.748611, -90.37",Mcdonnell_MD_81
29199,Accident,2008-06-18,Hyannis_MA,US,Substantial,Dehavilland,DHC6,2,Turbo_Prop,Wiggins_airways_inc_(dba:_wiggins_airways),VMC,Takeoff,"41.671945, -70.270556",Dehavilland_DHC6
29273,Accident,2009-09-15,LimeVillage_AK,US,Substantial,Piper,PA_12,1,Reciprocating,Magnuson_airways_llc,VMC,Takeoff,"61.5, -154.116667",Piper_PA_12
29302,Incident,1982-09-21,NEARDILLINGHAM_AK,US,Minor,Cessna,C_207,1,Reciprocating,Yute_air_alaska_inc.,VMC,Climb,Missing,Cessna_C_207
29320,Accident,1982-07-30,ELPASO_TX,US,Substantial,Mcdonnell,DC_3C,2,Reciprocating,Pronto_aviation_services,VMC,Takeoff,Missing,Mcdonnell_DC_3C
29336,Accident,1982-06-29,GLACIERBAY_AK,US,Substantial,Piper,PA-32,1,Reciprocating,Layton_a._bennet,VMC,Cruise,Missing,Piper_PA-32
29601,Accident,2013-08-23,Tokotna_AK,US,Substantial,Cessna,U206F,1,Reciprocating,Yute_air_taxi,VMC,Other,"61.992777, -156.029723",Cessna_U206F
29631,Accident,2014-06-02,Dayton_TN,US,Substantial,Swearingen,SA_226AT,2,Turbo_Prop,Mcneely_charter_service,VMC,Landing,"35.486111, 84.931111",Swearingen_SA_226AT
29643,Accident,2014-02-14,Clay_AL,US,Destroyed,Cessna,210L,1,Reciprocating,Southern_seaplane_inc,IMC,Approach,"33.7075, -86.561667",Cessna_210L
29647,Accident,2013-03-26,Anchorage_AK,US,Substantial,Dehavilland,DHC_2_MK._I(L20A),1,Reciprocating,Joe_schuster_(dba:_sportsman_air_service),VMC,Taxi,"61.171111, -149.992222",Dehavilland_DHC_2_MK._I(L20A)
29657,Accident,2012-12-17,Skwentna_AK,US,Substantial,Dehavilland,DHC_2_MK._I(L20A),1,Reciprocating,Rustair_inc_(dba:_rust's_flying_service),VMC,Landing,"61.976389, -152.0675",Dehavilland_DHC_2_MK._I(L20A)
29684,Incident,2012-06-17,LasVegas_NV,US,Missing,Airbus,A320,2,Turbo_Fan,Jetblue_airways_corporation_(dba:_jetblue_airways),VMC,Takeoff,"36.08, -115.152222",Airbus_A320
29701,Accident,2014-02-02,Ft.Lauderdale_FL,US,Missing,Gates_learjet_corp.,35A,1,Turbo_Fan,Jedami_air_llc,VMC,Taxi,"26.078056, -80.1425",Gates_learjet_corp._35A
29703,Accident,2014-01-09,Nashville_TN,US,Missing,Boeing,737,2,Turbo_Fan,Southwest_Airlines,VMC,Other,"36.126667, -86.681945",Boeing_737
29811,Accident,2009-10-26,PleasantGrove_NC,US,Missing,Boeing,717,2,Turbo_Fan,Air_tran_airways,VMC,Descent,"36.894444, -76.201111",Boeing_717
29830,Accident,2009-07-22,Iliamna_AK,US,Substantial,Dehavilland,BEAVER_DHC_2,1,Reciprocating,Iliamna_air_taxi_inc,VMC,Takeoff,"59.934722, -156.421111",Dehavilland_BEAVER_DHC_2
29835,Accident,2009-07-07,Skwentna_AK,US,Substantial,Mcdonnell,DC_3C,2,Reciprocating,Bush_air_cargo_inc,VMC,Taxi,"61.983333, -152.083056",Mcdonnell_DC_3C
29847,Accident,2009-05-16,Burlington_WA,US,Substantial,Cessna,172,1,Reciprocating,Westwind_aviation_inc.,VMC,Landing,"48.473611, -122.420834",Cessna_172
29870,Accident,2008-12-28,Seattle_WA,US,Substantial,Boeing,737,2,Turbo_Fan,Delta_Airlines,VMC,Taxi,"47.449722, -122.311667",Boeing_737
29871,Accident,2008-12-28,Seattle_WA,US,Substantial,Boeing,757,2,Turbo_Fan,Northwest_Airlines,VMC,Other,"47.449722, -122.311667",Boeing_757
29959,Incident,2006-01-02,SantaMaria_CA,US,Missing,Saab,SF340B+,2,Turbo_Prop,American_Airlines,IMC,Climb,"35.0525, -120.121667",Saab_SF340B+
30075,Accident,1982-01-10,QUINHAGAK_AK,US,Substantial,Cessna,U206,1,Reciprocating,Tri_city_air_service,VMC,Cruise,Missing,Cessna_U206
30077,Accident,1982-01-05,ITHACA_NY,US,Destroyed,Piper,PA_31,2,Reciprocating,Empire_airlines,VMC,Approach,Missing,Piper_PA_31
30169,Accident,2018-08-07,Iliamna_AK,US,Substantial,Cessna,207,1,Reciprocating,Iliamna_air_taxi_inc,VMC,Takeoff,"59.745833, -154.9175",Cessna_207
30196,Accident,2009-08-23,Kremmling_CO,US,Missing,Cessna,CE_560,2,Turbo_Fan,Netjets_Airlines,VMC,Taxi,"40.053611, -106.368889",Cessna_CE_560
30198,Accident,2012-01-16,Huntington_WV,US,Substantial,Boeing,DHC_8_102,2,Turbo_Prop,Piedmont_airlines_incorporated_(dba:_piedmont_airlines_incorportated),VMC,Taxi,"38.366945, -82.558611",Boeing_DHC_8_102
30214,Accident,2013-08-04,Kokhanok_AK,US,Substantial,Cessna,U206F,1,Reciprocating,K_bay_air,VMC,Takeoff,"58.990277, -153.573056",Cessna_U206F
30219,Accident,2013-07-24,ThorneBay_AK,US,Substantial,Dehavilland,BEAVER_DHC_2,1,Reciprocating,Promech_air_llc_(dba:_promech_air),VMC,Other,"55.825, -132.885",Dehavilland_BEAVER_DHC_2
30224,Accident,2016-01-10,Carolina_PR,US,Substantial,Beech,B200,2,Turbo_Prop,"Island_airlines,_llc_(dba:_island_airways)",VMC,Other,"18.263611, -66.001389",Beech_B200
30225,Accident,2015-12-30,Gary_IN,US,Substantial,Beech,200,2,Turbo_Prop,Cobb_aviation_services_incorporated,VMC,Landing,"41.617223, -87.414444",Beech_200
30241,Accident,2015-08-16,Hicksville_NY,US,Destroyed,Beech,C35,1,Reciprocating,Milo_joseph,VMC,Other,"40.754722, -73.501111",Beech_C35
30253,Accident,2015-06-11,Sacramento_CA,US,Substantial,Eclipse_aviation_corp,EA500,2,Turbo_Jet,Nemly_aviation_(dba:_nemly_aviation),VMC,Taxi,"35.5125, -121.493333",Eclipse_aviation_corp_EA500
30278,Accident,2014-08-24,Coldfoot_AK,US,Substantial,Ryan,NAVION_A,1,Reciprocating,Kirst_forest_m_(dba:_kirst_aviation),VMC,Maneuvering,"68.075556, -149.297222",Ryan_NAVION_A
30462,Accident,2005-03-02,Newark_NJ,US,Substantial,Boeing,777,2,Turbo_Fan,Continental_Airlines,VMC,Takeoff,"40.698611, -74.17",Boeing_777
30916,Accident,2009-04-20,NewYork_NY,US,Substantial,Boeing,767,2,Turbo_Fan,Royal_air_maroc,VMC,Landing,Missing,Boeing_767
30941,Incident,2008-07-29,Anchorage_AK,US,Missing,Saab,SAAB_340B,2,Turbo_Prop,Peninsula_Airways,VMC,Takeoff,"61.179445, -149.983333",Saab_SAAB_340B
31162,Accident,2006-07-28,Memphis_TN,US,Substantial,Boeing,MD_10_10F,3,Turbo_Fan,Fedex_express,VMC,Landing,Missing,Boeing_MD_10_10F
31227,Accident,1998-11-03,MEMPHIS_TN,US,Minor,Saab,340A,2,Turbo_Prop,"Express_airlines_one,_inc._(dba:_northwest_airlink)",VMC,Standing,Missing,Saab_340A
31466,Accident,2013-05-09,Dallas_TX,US,Missing,Airbus,320,2,Turbo_Fan,Delta_Airlines,VMC,Other,"32.896666, -97.036944",Airbus_320
31477,Accident,2013-03-08,Aleknagik_AK,US,Destroyed,Beech,1900C,2,Turbo_Prop,Alaska_central_express_inc_(dba:_alaska_central_express),IMC,Maneuvering,"59.317778, -158.351111",Beech_1900C
31873,Accident,2004-06-14,Kodiak_AK,US,Destroyed,Beech,C_45H,2,Turbo_Prop,Bellair_inc,IMC,Go_around,"57.761667, -152.303056",Beech_C_45H
31915,Incident,2008-03-26,Page_AZ,US,Minor,Raytheon_aircraft_company,1900D,2,Turbo_Prop,Great_Lakes,VMC,Takeoff,"36.925834, -111.448333",Raytheon_aircraft_company_1900D
31918,Accident,2007-12-18,Bethel_AK,US,Substantial,Cessna,208,1,Turbo_Prop,Arctic_circle_air_service_inc.,VMC,Climb,"60.795, -161.888333",Cessna_208
31962,Accident,2017-01-16,PilotPoint_AK,US,Substantial,Piper,PA-32,1,Reciprocating,Van_air_inc,VMC,Cruise,"57.495, -157.54",Piper_PA-32
32045,Accident,2008-06-01,CharlotteAmali_VI,US,Substantial,Aero_commander,500_B,2,Reciprocating,"Bevins_air_service,_inc.",VMC,Other,"18.337222, -64.973334",Aero_commander_500_B
32055,Accident,2010-06-08,Tampa_FL,US,Substantial,Cessna,210L,1,Reciprocating,Flight_express_inc,VMC,Takeoff,"27.975278, -82.533056",Cessna_210L
32079,Accident,2010-02-04,Amarillo_TX,US,Substantial,Mitsubishi,MU_2B_60,2,Turbo_Prop,Mid_coast_air_charter_inc,IMC,Landing,"35.219167, -101.705833",Mitsubishi_MU_2B_60
32080,Accident,2010-01-21,SandPoint_AK,US,Substantial,Beech,1900C,2,Turbo_Prop,"Alaska_central_express,_inc.",VMC,Takeoff,"55.332778, -160.541111",Beech_1900C
32400,Accident,2012-03-13,Ketchikan_AK,US,Substantial,Dehavilland,BEAVER_DHC_2,1,Reciprocating,"Southeast_aviation,_llc",IMC,Maneuvering,"55.055556, -132.103333",Dehavilland_BEAVER_DHC_2
32437,Accident,2014-01-10,Atlanta_GA,US,Missing,Boeing,757,2,Unknown,Delta_Airlines,IMC,Descent,"33.216945, -83.807778",Boeing_757
32819,Incident,1982-04-05,WAUKEGAN_IL,US,Minor,Cessna,402,2,Reciprocating,"Superior_air_service,_inc.",IMC,Approach,Missing,Cessna_402
32823,Incident,1982-03-25,KALAMAZO_MI,US,Minor,Beech,65_88,2,Reciprocating,Basler_airlines,VMC,Approach,Missing,Beech_65_88
32840,Accident,1984-03-14,MYRTLEBEACH_SC,US,Substantial,Beech,99,2,Turbo_Prop,"Mountain_air_cargo,_inc.",VMC,Landing,Missing,Beech_99
32912,Incident,2011-09-17,Chicago_IL,US,Minor,Airbus,A320,2,Turbo_Fan,Air_canada,VMC,Other,"43.041666, -89.350278",Airbus_A320
32927,Accident,2015-02-15,Denver_CO,US,Substantial,Beech,58,2,Reciprocating,Gta_air_inc,IMC,Takeoff,"39.57, -104.849444",Beech_58
32936,Accident,2014-10-22,Minneapolis_MN,US,Minor,Boeing,757,2,Turbo_Fan,Delta_Airlines,VMC,Taxi,"44.880556, -93.213611",Boeing_757
32954,Accident,2015-09-18,Bethel_AK,US,Substantial,Helio,H_395,1,Reciprocating,Renfro's_alaskan_adventures_(dba:_renfro's_alaskan_adventures_inc.),VMC,Takeoff,"61.490833, -162.410278",Helio_H_395
32960,Accident,2015-08-02,Chicago_IL,US,Substantial,Cessna,208,1,Turbo_Prop,"Multi_aero,_inc._(dba:_air_choice_one,_inc.)",IMC,Taxi,"41.966945, -87.894166",Cessna_208
32980,Accident,2013-11-28,Montrose_PA,US,Substantial,Cessna,210L,1,Reciprocating,"Airnet_systems,_inc.",VMC,Other,"41.841666, -75.806944",Cessna_210L
32985,Accident,2013-10-21,Wailea_HI,US,Substantial,Cessna,208,1,Turbo_Prop,Mokulele_flight_service_inc,VMC,Climb,"21.1, -156.716667",Cessna_208
33244,Incident,2004-07-12,Sarasota_FL,US,Missing,Raytheon_corporate_jets,Beechjet_400A,2,Turbo_Fan,Flight_options_(dba:_flight_options),IMC,Descent,Missing,Raytheon_corporate_jets_Beechjet_400A
33265,Accident,2003-09-02,Jamaica_NY,US,Substantial,Mcdonnell,DC_9_82,2,Turbo_Jet,American_Airlines,VMC,Taxi,"40.635555, -73.773889",Mcdonnell_DC_9_82
33443,Incident,2010-05-23,Ontario_CA,US,Minor,Bombardier,CL_600_2B19,2,Turbo_Fan,Skywest_Airlines,VMC,Landing,"34.055833, -117.601111",Bombardier_CL_600_2B19
33489,Incident,2008-11-07,SaltLakeCity_UT,US,Minor,Boeing,737,2,Turbo_Fan,Southwest_Airlines,VMC,Taxi,"40.788333, -111.977778",Boeing_737
33497,Accident,2010-12-22,SaintMichael_AK,US,Substantial,Piper,PA_31,2,Reciprocating,Bering_air_inc_(dba:_bering_air_inc.),VMC,Landing,"60.49, -162.110278",Piper_PA_31
33499,Accident,2010-11-30,Milwaukee_WI,US,Missing,Embraer,EMB_145,2,Turbo_Fan,Chautauqua_airlines_inc,IMC,Cruise,"41.916945, -88.3125",Embraer_EMB_145
34348,Accident,1982-10-08,ALLENDALE_SC,US,Substantial,Beech,58,2,Reciprocating,"Grand_strand_aviation,_inc.",VMC,Cruise,Missing,Beech_58
34379,Incident,2014-05-21,Warren_VT,US,Minor,Embraer,EMB_145,2,Turbo_Prop,Wiggins_airways_inc_(dba:_wiggins_airways),VMC,Other,"44.1175, -72.826945",Embraer_EMB_145
34388,Accident,2015-09-08,LasVegas_NV,US,Substantial,Boeing,777,2,Turbo_Fan,British_Airlines,VMC,Takeoff,"36.083056, -115.151389",Boeing_777
34398,Accident,2015-07-17,Juneau_AK,US,Substantial,Cessna,207,1,Reciprocating,"Sea_port_airlines,_inc_(dba:_wings_of_alaska)",VMC,Other,"58.335277, -135.066945",Cessna_207
34466,Incident,1982-12-18,PELLSTON_MI,US,Missing,Mcdonnell,DC9_30,2,Turbo_Fan,Republic_Airlines,IMC,Landing,Missing,Mcdonnell_DC9_30
34570,Accident,1982-11-27,MIAMI_FL,US,Substantial,Boeing,707,4,Turbo_Fan,Aerotal_ltda.,VMC,Takeoff,Missing,Boeing_707
34578,Incident,1982-10-28,CLARKSVILLE_TN,US,Minor,Beech,B99,2,Turbo_Prop,Air_kentucky_airline,VMC,Landing,Missing,Beech_B99
34583,Accident,1982-10-07,ROCKSPRINGS_WY,US,Substantial,Cessna,TU206,1,Reciprocating,"Cowboy_air_service,_inc.",VMC,Landing,Missing,Cessna_TU206
34592,Accident,1982-09-05,NEARKIPNUK_AK,US,Substantial,Cessna,207,1,Reciprocating,"Bethel_ventures,inc.",VMC,Cruise,Missing,Cessna_207
34722,Accident,2014-11-14,Nenana_AK,US,Substantial,Helio,H_295,1,Reciprocating,Wright_air_service,VMC,Takeoff,"64.899722, -149.167223",Helio_H_295
34752,Accident,2016-11-20,McGrath_AK,US,Minor,Piper,PA-32,1,Reciprocating,Bidzy_ta_hot_aana_corp_(dba:_tanana_air_service),VMC,Descent,"62.952778, -155.605556",Piper_PA-32
34801,Accident,2009-03-10,Aberdeen_SD,US,Substantial,Cessna,402,2,Reciprocating,"Business_aviation_courier,_inc._(dba:_encore_air_cargo)",IMC,Landing,"45.449166, -98.421945",Cessna_402
34814,Accident,2008-12-31,Hoonah_AK,US,Substantial,Cessna,207,1,Reciprocating,Alaska_juneau_aeronautics_inc._(dba:_wings_of_alaska),VMC,Other,"58.177778, -135.258889",Cessna_207
34815,Incident,2008-12-11,Greer_SC,US,Minor,Mcdonnell,MD88,2,Turbo_Jet,Delta_Airlines,VMC,Other,"34.895555, -82.22",Mcdonnell_MD88
34828,Accident,1982-02-17,MITCHELL_SD,US,Substantial,Piper,PA_23,2,Reciprocating,Four_lakes_aviation_corp,IMC,Approach,Missing,Piper_PA_23
34835,Accident,1982-02-01,GROTON_CT,US,Destroyed,Beech,99,2,Turbo_Prop,Pilgrim_airlines,IMC,Approach,Missing,Beech_99
34875,Accident,1982-12-02,VENICE_LA,US,Substantial,Cessna,185,1,Reciprocating,Southern_Seaplanes,VMC,Takeoff,Missing,Cessna_185
34887,Accident,1982-11-10,COALING_CA,US,Destroyed,Piper,PA_28R_201T,1,Reciprocating,"Flight_east,_inc.",VMC,Cruise,Missing,Piper_PA_28R_201T
34980,Accident,1982-02-25,DALLAS_TX,US,Substantial,Beech,D18S,2,Reciprocating,Jim_billingsley,IMC,Approach,Missing,Beech_D18S
35578,Accident,2009-10-02,SanSimeon_CA,US,Substantial,Cessna,421B,2,Reciprocating,Western_air_charter,VMC,Other,"33.663611, -121.198611",Cessna_421B
35580,Accident,2009-09-22,Omaha_NE,US,Substantial,Cessna,402,2,Reciprocating,Daedalus_inc__dba,VMC,Taxi,"41.303056, -95.893889",Cessna_402
35810,Accident,2012-08-10,Dulles_VA,US,Minor,Airbus,A330,2,Turbo_Fan,Lufthansa,VMC,Taxi,"38.9475, -77.45",Airbus_A330
35843,Accident,2012-04-15,BuenaVista_CO,US,Minor,Airbus,A319,2,Turbo_Jet,US_Airways,VMC,Descent,"38.835, -106.278889",Airbus_A319
35862,Incident,2017-12-29,Pullman_WA,US,Missing,Bombardier,DHC_8_402,2,Turbo_Prop,Horizon_air_industries_inc,IMC,Landing,"46.742777, -117.116945",Bombardier_DHC_8_402
35865,Accident,2017-12-06,FortLauderdale_FL,US,Missing,Airbus,A321,2,Turbo_Fan,Spirit_airlines_inc,IMC,Descent,"26.0725, -80.152778",Airbus_A321
35875,Accident,2017-09-05,Chicken_AK,US,Substantial,Cessna,U206,1,Reciprocating,40_mile_air_ltd.,VMC,Takeoff,"64.318056, -141.419723",Cessna_U206
35939,Accident,2017-02-11,Phoenix_AZ,US,Missing,Boeing,737,2,Turbo_Fan,Southwest_Airlines,VMC,Standing,"33.434166, -112.011667",Boeing_737
35954,Accident,2012-07-07,Cantwell_AK,US,Substantial,Dehavilland,DHC_2,1,Turbo_Prop,"Fly_denali,_inc",VMC,Other,"63.231111, -149.374723",Dehavilland_DHC_2
35959,Accident,2012-05-22,Talkeetna_AK,US,Substantial,Dehavilland,DHC_2_MK._I(L20A),1,Reciprocating,Rust_properties_llc_(dba:_k2_aviation),VMC,Landing,"62.318889, -150.089444",Dehavilland_DHC_2_MK._I(L20A)
35984,Accident,2011-12-08,Kaltag_AK,US,Substantial,Piper,PA_31,2,Reciprocating,Warbelows_air_ventures_inc_(dba:_warbelows_air_venture),IMC,Landing,"64.318889, -158.741389",Piper_PA_31
36154,Accident,2017-05-03,Colton_NY,US,Destroyed,Piper,PA_31,2,Reciprocating,Strait_air_(2000)_ltd,VMC,Other,"44.531111, -74.891111",Piper_PA_31
36256,Accident,2008-09-08,Nyac_AK,US,Substantial,Cessna,T207,1,Reciprocating,Inland_holding_inc._(dba:_inland_aviation),VMC,Landing,"60.716667, -158.933333",Cessna_T207
36290,Incident,1982-12-13,WICHITA_KS,US,Minor,Beech,100,2,Turbo_Prop,"Ozark_skyways,_inc.",VMC,Cruise,Missing,Beech_100
36292,Incident,1982-12-01,BOISE_ID,US,Missing,Mcdonnell,DC_9_51,2,Turbo_Fan,Republic_Airlines,VMC,Descent,Missing,Mcdonnell_DC_9_51
36293,Accident,1982-10-17,INDIANAPOLIS_IN,US,Substantial,Swearingen,SA227_AC,2,Turbo_Prop,Miostates_airlines,VMC,Taxi,Missing,Swearingen_SA227_AC
36495,Incident,1995-05-19,NEWARK_NJ,US,Minor,Boeing,767,2,Turbo_Fan,Scandinavian_airline_system_(dba:_sas),VMC,Taxi,Missing,Boeing_767
36857,Accident,2012-09-20,NewHaven_CT,US,Substantial,Learjet,36A,2,Turbo_Fan,"Fox_flight,_inc.",VMC,Takeoff,"41.258056, -72.886666",Learjet_36A
37121,Accident,2015-03-19,Springfield_MO,US,Substantial,Embraer,EMB_145,2,Turbo_Prop,American_Airlines,IMC,Approach,"37.16, -93.429723",Embraer_EMB_145
37128,Accident,2014-12-30,Roswell_NM,US,Substantial,Cessna,208,1,Turbo_Prop,Baron_Aviation,IMC,Approach,"33.287222, -104.539166",Cessna_208
37166,Accident,2016-03-05,Albuquerque_NM,US,Substantial,Boeing,767,2,Turbo_Fan,United_Airlines,VMC,Landing,"35.02, -106.5",Boeing_767
37180,Incident,2012-11-06,Atlanta_GA,US,Missing,Boeing,MD88,2,Turbo_Jet,Delta_Airlines,UNK,Takeoff,"33.658333, -84.421667",Boeing_MD88
37370,Accident,2010-12-04,Chicago_IL,US,Substantial,Bombardier,CL_600_2C10,2,Turbo_Fan,Mesa_Airlines,VMC,Standing,"41.981389, -87.906667",Bombardier_CL_600_2C10
37394,Incident,2010-07-26,Hyannis_MA,US,Minor,Cessna,402,2,Reciprocating,"Nantucket_shuttle,_inc.",VMC,Landing,"41.668056, -70.274723",Cessna_402
37400,Incident,2008-04-24,Minneapolis_MN,US,Missing,Bombardier,CL600_2D24,2,Turbo_Fan,Mesa_Airlines,IMC,Taxi,"44.881945, -93.221667",Bombardier_CL600_2D24
37408,Incident,2008-02-24,LasVegas_NV,US,Missing,Boeing,737,2,Turbo_Fan,Southwest_Airlines,VMC,Descent,"36.08, -115.152222",Boeing_737
37601,Accident,1982-08-30,CHICAGO_IL,US,Substantial,Beech,G18S,2,Reciprocating,Viking_express_inc,VMC,Takeoff,Missing,Beech_G18S
37609,Incident,1982-05-27,NEARGOSHEN_IN,US,Missing,Mcdonnell,DC_8_61,4,Turbo_Jet,United_Airlines,VMC,Cruise,Missing,Mcdonnell_DC_8_61
37612,Accident,1982-05-08,MEDICINEBOW_WY,US,Substantial,Piper,PA_28R_200,1,Reciprocating,Gillis_aviation,VMC,Takeoff,Missing,Piper_PA_28R_200
37704,Incident,1982-06-02,ASHEBORO_NC,US,Minor,Piper,PA_31,2,Reciprocating,Clarence_roberts/roberts_avia.,VMC,Cruise,Missing,Piper_PA_31
37705,Accident,1982-05-28,PALMSPRINGS_CA,US,Minor,Swearingen,SA226_TC,2,Turbo_Prop,Sunaire,VMC,Standing,Missing,Swearingen_SA226_TC
37728,Accident,1982-04-18,AUSTIN_TX,US,Substantial,Boeing,727,3,Turbo_Fan,Continental_Airlines,VMC,Landing,Missing,Boeing_727
38069,Accident,2016-01-02,AnaktuvukPass_AK,US,Substantial,Cessna,208,1,Turbo_Prop,Wright_air_service_inc,VMC,Cruise,"68.078334, -151.896389",Cessna_208
38070,Accident,2015-12-26,SanDiego_CA,US,Missing,Boeing,737,2,Turbo_Fan,Southwest_Airlines,VMC,Approach,"32.868334, -116.55",Boeing_737
38084,Accident,2015-08-22,HOMER_AK,US,Substantial,Cessna,180,1,Reciprocating,Smith_timothy_e_(dba:_smith_air_charters),VMC,Landing,"60.042777, -152.592222",Cessna_180
38177,Incident,2011-10-10,Atlanta_GA,US,Minor,Boeing,757,2,Turbo_Jet,Delta_Airlines,VMC,Takeoff,"33.763333, -84.401667",Boeing_757
38274,Accident,2012-05-17,Houston_TX,US,Substantial,Short_bros,SHORTS_SD3_60,2,Turbo_Prop,Acc_integrated_services_inc_(dba:_air_cargo_carriers_llc),VMC,Taxi,"29.985277, -95.346944",Short_bros_SHORTS_SD3_60
38288,Accident,2013-10-06,Culebra_PR,US,Substantial,Britten_norman,BN_2A_8,2,Reciprocating,Air_Charter,VMC,Cruise,"18.25, -65.383334",Britten_norman_BN_2A_8
38306,Accident,2008-05-09,Ada_MI,US,Substantial,Cessna,208,1,Turbo_Prop,Csa_air_inc,VMC,Approach,Missing,Cessna_208
38322,Accident,2008-02-12,Cahokia_IL,US,Substantial,Cessna,425,2,Turbo_Prop,Flight_concepts_inc,VMC,Other,"38.570556, -90.156111",Cessna_425
38332,Accident,2008-01-05,Kodiak_AK,US,Substantial,Piper,PA_31,2,Reciprocating,"Servant_air,_inc.",VMC,Takeoff,"57.750556, -152.468611",Piper_PA_31
38354,Accident,2010-06-05,Charlotte_NC,US,Minor,Airbus,A330,2,Turbo_Fan,US_Airways,VMC,Taxi,"35.213611, -80.948889",Airbus_A330
38367,Incident,2010-03-12,Chicago_IL,US,Minor,Embraer,EMB_145,2,Turbo_Fan,Expressjet_airlines_inc,VMC,Approach,"41.830556, -87.726945",Embraer_EMB_145
38380,Incident,2009-12-03,Rome_NY,US,Missing,Cessna,208,1,Turbo_Prop,"Wiggins_airways,_inc.",VMC,Climb,"43.233889, -75.406944",Cessna_208
38382,Incident,2007-10-09,Chicago_IL,US,Minor,Airbus,A320,2,Turbo_Fan,United_Airlines,VMC,Landing,"41.968611, -87.907778",Airbus_A320
38619,Accident,2011-01-03,LosAngeles_CA,US,Substantial,Boeing,737,2,Turbo_Fan,American_Airlines,VMC,Takeoff,"33.9425, -118.408056",Boeing_737
38869,Accident,1982-11-12,BREVARD_NC,US,Destroyed,Piper,PA_31,2,Reciprocating,Hill_williford_aviation,VMC,Descent,Missing,Piper_PA_31
