,Investigation,Date,Location,Country,Damage,Make,Model,EnginesNo,EngineType,Carrier,Weather,Phase,GeoPoint,Make_Model
38878,Incident,1982-10-18,HOUSTON_TX,US,Minor,Mcdonnell,DC_9_30,2,Turbo_Fan,Texas_international,VMC,Takeoff,Missing,Mcdonnell_DC_9_30
38892,Accident,1982-09-15,KEMMERER_WY,US,Substantial,Cessna,U206F,1,Reciprocating,Air_express_corporation,VMC,Takeoff,Missing,Cessna_U206F
38904,Accident,2017-02-13,Dulles_VA,US,Missing,Bombardier,DHC_8_311,1,Turbo_Prop,Commutair,VMC,Descent,"38.953056, -77.456389",Bombardier_DHC_8_311
38966,Accident,2018-03-29,KingSalmon_AK,US,Substantial,Beech,99,2,Turbo_Prop,Lake_clark_air_inc,IMC,Landing,"58.679723, -156.656111",Beech_99
39018,Accident,1982-08-04,RALEIGH_NC,US,Destroyed,Piper,PA-32,1,Reciprocating,Fast_eddie's_flying_service,VMC,Takeoff,Missing,Piper_PA-32
39048,Incident,2013-02-25,Dallas_TX,US,Minor,Boeing,747,4,Turbo_Fan,China_Airlines,UNK,Taxi,"32.901944, -97.041944",Boeing_747
39075,Incident,2015-06-05,WindsorLocks_CT,US,Minor,Bombardier,DHC_8,2,Turbo_Prop,Champlain_enterprises_inc_(dba:_commutair___united_express),VMC,Approach,"41.939166, -72.683334",Bombardier_DHC_8
39456,Accident,2015-11-02,Chicago_IL,US,Substantial,Cessna,208,1,Turbo_Prop,Multi_aero_inc_(dba:_air_choice_one),VMC,Taxi,"41.977223, 87.908056",Cessna_208
39837,Accident,2009-09-18,Savoonga_AK,US,Substantial,Casa,212_200,2,Turbo_Prop,Bering_air_inc.,VMC,Landing,"63.683333, -170.488889",Casa_212_200
39863,Accident,2012-12-18,Payson_AZ,US,Substantial,Piper,PA_31,2,Reciprocating,Ameriflight_Airlines,IMC,Other,"34.107778, -111.471111",Piper_PA_31
40109,Accident,2011-10-19,NewYork_NY,US,Missing,Boeing,767,2,Turbo_Jet,US_Airways,IMC,Climb,"40.639722, -73.778889",Boeing_767
40128,Accident,2011-07-14,Boston_MA,US,Substantial,Bombardier,CL600_2D24,2,Turbo_Fan,Atlantic_Southeast,VMC,Standing,"42.353333, -71.014444",Bombardier_CL600_2D24
40133,Accident,2011-05-25,Murphy_NC,US,Substantial,Beech,58,2,Reciprocating,Friendship_flying_service_inc,VMC,Other,"35.188055, -84.153611",Beech_58
40135,Accident,2011-05-23,Boone_NC,US,Missing,Boeing,757,2,Turbo_Fan,Delta_Airlines,VMC,Other,"36.364722, -81.579723",Boeing_757
40136,Accident,2011-05-12,Atlanta_GA,US,Minor,Boeing,737,2,Turbo_Fan,Delta_Airlines,VMC,Taxi,"33.636666, -84.428056",Boeing_737
40140,Accident,2011-04-02,Phoenix_AZ,US,Substantial,Bombardier,CL600_2B19,2,Turbo_Fan,Mesa_Airlines,VMC,Approach,"33.5, -112.166667",Bombardier_CL600_2B19
40143,Incident,2011-03-30,Detroit_MI,US,Missing,Bombardier,CL_600_2B19,2,Turbo_Fan,Pinnacle_airlines_inc,VMC,Unknown,"42.212222, -83.353333",Bombardier_CL_600_2B19
40161,Accident,1982-01-21,NORTHKANSASCI_MO,US,Destroyed,Cessna,402,2,Reciprocating,"Springdale_air_service,_inc.",IMC,Approach,Missing,Cessna_402
40165,Accident,1982-01-17,HONOLULU_HI,US,Destroyed,Convair,440,2,Reciprocating,Island_airlines_hawaii_inc.,VMC,Takeoff,Missing,Convair_440
40171,Incident,1982-04-30,ENTERPRISE_AL,US,Minor,Piper,PA_31,2,Reciprocating,Huntsville_aviation,VMC,Takeoff,Missing,Piper_PA_31
40195,Incident,1982-05-23,CHARLOTTE_NC,US,Minor,Cessna,404,2,Reciprocating,Sunbird_airlines,VMC,Landing,Missing,Cessna_404
40728,Accident,2015-06-27,Anchorage_AK,US,Substantial,Cessna,U206G,1,Reciprocating,Lake_and_pen_air_(dba:_lake_and_pen_air),VMC,Landing,"61.215278, -149.838889",Cessna_U206G
40736,Accident,2015-05-16,Homer_AK,US,Substantial,Piper,PA_31,2,Reciprocating,J_and_m_alaska_air_tours_inc_(dba:_alaska_air_transit),VMC,Landing,"59.647777, -151.47",Piper_PA_31
40760,Accident,2014-11-24,Valdosta_GA,US,Missing,Boeing,737,2,Turbo_Fan,United_Airlines,IMC,Other,"30.780556, -83.279723",Boeing_737
40769,Accident,2014-09-15,Miami_FL,US,Substantial,Boeing,757,2,Turbo_Fan,American_Airlines,VMC,Landing,"25.765833, -80.218889",Boeing_757
40772,Accident,2014-08-18,Reykjavik_Iceland,Iceland,Missing,Boeing,767,2,Turbo_Fan,United_Airlines,VMC,Cruise,"58.0, -30.0",Boeing_767
40794,Incident,2013-11-21,Wichita_KS,US,Missing,Boeing,747,4,Turbo_Jet,"Atlas_air_,_inc.",VMC,Other,"37.7475, -97.221111",Boeing_747
40849,Accident,2016-08-09,NewYork_NY,US,Substantial,Boeing,737,2,Turbo_Fan,Delta_Airlines,VMC,Standing,"40.64, -73.78",Boeing_737
40856,Incident,2016-07-07,RapidCity_SD,US,Missing,Airbus,A320,2,Turbo_Fan,Delta_Airlines,VMC,Landing,"44.1475, -103.106667",Airbus_A320
40895,Accident,2017-06-26,Vinalhaven_ME,US,Substantial,Cessna,207,1,Reciprocating,Waters_aero_marine_inc_(dba:_penobscot_island_air),VMC,Other,"44.070556, -68.821667",Cessna_207
40900,Accident,2011-08-03,Northway_AK,US,Substantial,Dehavilland,DHC_2_MK._I(L20A),1,Reciprocating,Copper_valley_air_service_llc,VMC,Landing,"61.292777, -141.404722",Dehavilland_DHC_2_MK._I(L20A)
40935,Incident,2012-03-05,Anchorage_AK,US,Minor,Bombardier,35A,2,Turbo_Fan,Aero_air_llc,VMC,Landing,"61.167778, -150.021111",Bombardier_35A
40938,Accident,2011-01-06,Springfield_IL,US,Substantial,Gates_learjet_corp.,35A,2,Turbo_Fan,Priester_aviation_llc,VMC,Approach,"39.844166, -89.678056",Gates_learjet_corp._35A
40941,Accident,2010-12-04,Chicago_IL,US,Minor,Boeing,747,4,Turbo_Jet,Atlas_air_inc,VMC,Taxi,"41.981389, -87.906667",Boeing_747
40957,Incident,2010-09-25,JohnF.KennedyInternationalAirport_NY,US,Minor,Bombardier,CL600_2D24,2,Turbo_Jet,Atlantic_Southeast,VMC,Landing,"40.64, -73.778334",Bombardier_CL600_2D24
40989,Accident,2011-05-16,Baltimore_MD,US,Missing,De_havilland,DHC8,2,Turbo_Prop,Colgan_air_inc,UNK,Descent,"39.285555, -76.605833",De_havilland_DHC8
40997,Accident,2011-04-01,Yuma_AZ,US,Substantial,Boeing,737,2,Turbo_Fan,Southwest_Airlines,VMC,Climb,"32.656667, -114.605833",Boeing_737
41000,Accident,2013-07-12,Atlanta_GA,US,Missing,Boeing,777,2,Turbo_Jet,Delta_Airlines,VMC,Descent,"33.91, -84.083056",Boeing_777
41018,Accident,2013-05-11,Flushing_NY,US,Missing,Embraer,ERJ_170_200_LR,2,Turbo_Fan,Shuttle_america_corp_(dba:_delta_connection),VMC,Standing,"40.777223, -73.8725",Embraer_ERJ_170_200_LR
41052,Accident,2011-02-27,Naches_WA,US,Missing,Boeing,757,2,Turbo_Fan,Delta_Airlines,VMC,Descent,"46.811389, -120.951944",Boeing_757
41054,Accident,2011-02-19,NorthFayston_VT,US,Missing,Airbus,A320,2,Turbo_Fan,Jetblue_airways_corp,VMC,Approach,"44.225834, -72.857778",Airbus_A320
41059,Accident,2011-02-03,Albuquerque_NM,US,Substantial,Cessna,402,2,Reciprocating,South_aero_inc,VMC,Landing,"35.040277, -106.609167",Cessna_402
41077,Accident,2014-04-08,ShawIsland_WA,US,Substantial,Cessna,207,1,Reciprocating,Aircraft_adventures_llc_(dba:_northwest_skyferry/san_juan_airlines),VMC,Landing,"48.575556, -122.975278",Cessna_207
41137,Incident,2007-01-12,Chicago_IL,US,Minor,Mitsubishi,MU_2B_36,2,Turbo_Prop,Flight_line_inc._(dba:_american_check_transport),VMC,Approach,Missing,Mitsubishi_MU_2B_36
41168,Accident,2008-12-31,NewYork_NY,US,Substantial,Embraer,EMB_145,2,Turbo_Fan,"Freedom_airlines_inc.,_(dba:_delta_connection)",IMC,Other,"40.639722, -73.770278",Embraer_EMB_145
41169,Accident,2008-12-27,RockSprings_WY,US,Substantial,Cessna,208,1,Turbo_Prop,Corporate_air,VMC,Taxi,"41.594166, -109.065",Cessna_208
41174,Incident,2008-12-15,Chicago_IL,US,Minor,Bombardier,CL_600_2C10,2,Turbo_Fan,Mesa_Airlines,VMC,Approach,"41.980834, -87.906389",Bombardier_CL_600_2C10
41176,Accident,2008-12-03,Madison_WI,US,Substantial,Mcdonnell,DC_9_50,2,Turbo_Fan,Northwest_Airlines,IMC,Taxi,"43.139722, -89.3375",Mcdonnell_DC_9_50
41179,Accident,2008-10-14,Portland_OR,US,Substantial,Piper,PA_31,2,Reciprocating,Ameriflight_Airlines,VMC,Takeoff,"45.588611, -112.5975",Piper_PA_31
41400,Accident,2010-04-09,LosAngeles_CA,US,Substantial,Boeing,737,2,Turbo_Fan,Southwest_Airlines,VMC,Other,"33.946666, -118.400278",Boeing_737
41404,Accident,2010-04-03,Runnells_IA,US,Missing,Embraer,ERJ_170_100_SE,2,Turbo_Fan,Republic_Airlines,VMC,Other,"41.525556, -93.313333",Embraer_ERJ_170_100_SE
41407,Accident,2010-03-15,Kodiak_AK,US,Substantial,Britten_norman,BN_2A_21,2,Reciprocating,Servant_air_inc._(dba:_servant_air),VMC,Takeoff,"57.75, -152.493889",Britten_norman_BN_2A_21
41410,Accident,2010-03-05,Nanwalek_AK,US,Substantial,Cessna,U206G,1,Reciprocating,Smokey_bay_air_inc,VMC,Landing,"59.353333, -151.930556",Cessna_U206G
41423,Accident,2008-07-17,Midland_TX,US,Substantial,Beech,65_A80,2,Reciprocating,Western_air_express_inc,VMC,Other,"31.9425, -102.201944",Beech_65_A80
41428,Accident,2008-06-30,Bend_OR,US,Substantial,Cessna,TR182,1,Reciprocating,Spirit_flight_inc._(dba:_wings_of_the_cascades),VMC,Other,"44.094444, -121.2",Cessna_TR182
41639,Accident,1982-07-09,ELIM_AK,US,Substantial,Cessna,310,1,Reciprocating,Seward_peninsula_flying_svc,VMC,Takeoff,Missing,Cessna_310
41824,Accident,2014-09-23,Oakland_CA,US,Substantial,Piper,PA_31,2,Turbo_Prop,American_Airlines,VMC,Landing,"37.721389, -122.221111",Piper_PA_31
41831,Accident,2014-08-22,Hemphill_TX,US,Missing,Embraer,ERJ170_200LR,2,Turbo_Fan,Republic_Airlines,VMC,Other,"31.229167, -93.634444",Embraer_ERJ170_200LR
41861,Accident,2013-11-06,Donnelly_ID,US,Destroyed,Cessna,U206F,1,Reciprocating,Mccall_aviation_inc._(dba:_mccall_air),VMC,Maneuvering,"44.745833, -115.826945",Cessna_U206F
42045,Accident,2011-05-28,BettlesField_AK,US,Substantial,Dehavilland,DHC_3T,1,Turbo_Prop,Alaska_west_air_inc_(dba:_alaska_west_air),VMC,Landing,"67.916667, -153.133333",Dehavilland_DHC_3T
42050,Incident,2011-05-17,Denver_CO,US,Minor,Beech,1900D,2,Turbo_Prop,Great_Lakes,VMC,Landing,"39.856944, -104.670556",Beech_1900D
42078,Accident,2009-03-13,Healy_AK,US,Substantial,Helio,H_295,1,Reciprocating,Wright_air_service_inc_(dba:_wright_air_service),VMC,Takeoff,"63.748611, -150.329445",Helio_H_295
42084,Incident,2009-01-22,Naples_FL,US,Missing,Cessna,402,2,Reciprocating,Hyannis_air_service_inc_(dba:_cape_air),VMC,Other,"26.151389, -81.771945",Cessna_402
42089,Accident,2008-12-26,LosAngelesIntlAirport_CA,US,Substantial,Mcdonnell,DC_9_83,2,Turbo_Fan,American_Airlines,VMC,Taxi,"33.94, 118.41",Mcdonnell_DC_9_83
42226,Incident,2017-03-19,Dayton_OH,US,Missing,Mcdonnell,DC_9_83,2,Turbo_Fan,Allegiant_air,UNK,Approach,"39.9025, -84.221945",Mcdonnell_DC_9_83
42230,Accident,2017-01-23,Durango_CO,US,Substantial,Beech,C_99,2,Turbo_Prop,Alpine_air_inc,IMC,Takeoff,"37.150278, -107.75",Beech_C_99
42238,Accident,2014-09-06,Gakona_AK,US,Substantial,Cessna,185,1,Reciprocating,Copper_valley_air_service_llc,VMC,Takeoff,"62.785277, -144.373611",Cessna_185
42241,Accident,2014-08-27,Columbus_OH,US,Missing,Embraer,ERJ_170_200_LR,2,Turbo_Fan,Shuttle_america_corp,VMC,Climb,"39.067778, -77.761389",Embraer_ERJ_170_200_LR
42275,Accident,2013-05-14,FridayHarbor_WA,US,Substantial,Cessna,U206G,1,Reciprocating,Island_air,VMC,Approach,"48.521945, -123.024167",Cessna_U206G
42291,Incident,2012-08-31,Nantucket_MA,US,Minor,Cessna,402,2,Reciprocating,Hyannis_air_service_inc_(dba:_cape_air),VMC,Landing,"41.253056, -70.060278",Cessna_402
42332,Incident,1982-02-12,JAMAICA_NY,US,Missing,De_havilland,DHC_6_100,2,Turbo_Prop,"Newair_flight,_inc.",VMC,Cruise,Missing,De_havilland_DHC_6_100
42337,Accident,1982-01-30,SINCLAIRISLAND_WA,US,Substantial,Cessna,172,1,Reciprocating,"West_isle_air,_inc.",IMC,Landing,Missing,Cessna_172
42343,Incident,1982-01-12,CHICAGO_IL,US,Missing,Lockheed,L_1011,3,Turbo_Fan,Trans_world_airlines,UNK,Cruise,Missing,Lockheed_L_1011
42359,Accident,1982-05-12,SANFORD_ME,US,Substantial,Cessna,172,1,Reciprocating,New_england_aviation,VMC,Approach,Missing,Cessna_172
42394,Accident,2009-11-18,NewMarket_WV,US,Missing,Boeing,777,2,Turbo_Fan,United_Airlines,IMC,Other,"38.655556, -78.708056",Boeing_777
42615,Accident,2009-12-31,Concord_NC,US,Substantial,Piper,PA-32,1,Reciprocating,Ram_air_freight_inc.,IMC,Landing,"35.391666, -80.708333",Piper_PA-32
42633,Accident,2011-05-23,MonumentValley_UT,US,Substantial,Cessna,T207,1,Reciprocating,Grand_canyon_airlines,VMC,Takeoff,"37.016667, -110.206944",Cessna_T207
42644,Accident,2011-01-04,Platinum_AK,US,Substantial,Piper,PA-32,1,Reciprocating,Alaska_island_air_inc_(dba:_akaska_island_air),VMC,Landing,"59.011389, -161.819445",Piper_PA-32
42656,Incident,2010-10-18,Phoenix_AZ,US,Minor,Bombardier,CL_600_2B19,2,Turbo_Fan,Skywest_Airlines,VMC,Standing,"33.434444, -112.011667",Bombardier_CL_600_2B19
42692,Incident,2011-03-18,Akron_OH,US,Minor,Embraer,EMB_145,2,Turbo_Fan,Express_jet_(dba:_united_express),VMC,Landing,"40.915, -81.443611",Embraer_EMB_145
42775,Accident,2009-08-05,Fayetteville_NC,US,Missing,Boeing,DHC_8_311,2,Turbo_Prop,Piedmont_airlines_inc_(dba:_us_airways_express),VMC,Other,"34.988055, -78.874723",Boeing_DHC_8_311
43016,Accident,1990-01-29,WILLISTON_VT,US,Destroyed,Cessna,208,1,Turbo_Prop,"Business_air,_inc.",IMC,Takeoff,Missing,Cessna_208
43518,Accident,2005-12-19,Fallon_NV,US,Substantial,Beech,A36,1,Reciprocating,Fallon_airmotive,VMC,Takeoff,"39.5, -119.0",Beech_A36
43727,Accident,2012-06-07,Philadelphia_PA,US,Missing,Boeing,757,2,Turbo_Fan,American_Airlines,VMC,Descent,"39.874445, -75.241944",Boeing_757
43806,Accident,2011-09-10,Yakota_Japan,Japan,Missing,Mcdonnell,DC_8_62F,4,Turbo_Jet,Air_transport_international_llc_(dba:_air_transport_international),IMC,Other,"21.0, 127.25",Mcdonnell_DC_8_62F
43817,Accident,2013-12-19,Tampa_FL,US,Substantial,Cessna,210N,1,Reciprocating,"Airnet_systems,_inc.",VMC,Approach,"27.994722, -82.542222",Cessna_210N
43832,Accident,2017-06-23,Page_AZ,US,Substantial,Cessna,U206F,1,Reciprocating,American_Airlines,VMC,Other,"37.056389, -110.085555",Cessna_U206F
43841,Accident,2017-05-24,Augusta_GA,US,Substantial,Beech,58,2,Reciprocating,Gerlach_and_associates_llc_(dba:_midwest_airlink),IMC,Landing,"33.381111, -81.970556",Beech_58
43869,Accident,2017-12-03,Miami_FL,US,Substantial,Boeing,737,2,Turbo_Fan,American_Airlines,VMC,Standing,"25.793333, -80.290555",Boeing_737
43872,Accident,2017-11-22,PresqueIsle_ME,US,Substantial,Cessna,421,2,Reciprocating,Fresh_air_llc,IMC,Takeoff,"46.688889, -68.044722",Cessna_421
43879,Accident,2017-09-30,Arlington_VA,US,Substantial,Airbus,A321,2,Turbo_Fan,American_Airlines,VMC,Standing,"38.9, -77.033334",Airbus_A321
43902,Accident,2008-06-26,Goodland_FL,US,Substantial,Cessna,310R,2,Reciprocating,"Marco_aviation,_inc",VMC,Other,"25.817223, -81.645",Cessna_310R
44030,Accident,1982-11-26,GUSTAVUS_AK,US,Substantial,Piper,PA-32,1,Reciprocating,Layton_a_._bennett,VMC,Takeoff,Missing,Piper_PA-32
44038,Accident,1982-10-28,COLUMBUS_OH,US,Substantial,Piper,PA_30,2,Reciprocating,Raf_aviation,VMC,Taxi,Missing,Piper_PA_30
44051,Accident,1982-07-28,MCKINLEYNAT'L._AK,US,Substantial,Piper,PA-32,1,Reciprocating,Denali_flying_service,VMC,Maneuvering,Missing,Piper_PA-32
44076,Accident,1982-12-30,FT.LAUDERDALE_FL,US,Destroyed,Cessna,310R,2,Reciprocating,"Skytel_aviaton,_inc.",VMC,Takeoff,Missing,Cessna_310R
44112,Accident,2005-08-08,Newark_NJ,US,Substantial,Boeing,737,2,Turbo_Jet,Continental_Airlines,VMC,Taxi,"40.7, -74.172223",Boeing_737
44132,Accident,2005-02-02,Teterboro_NJ,US,Substantial,Bombardier,CL_600_1A11,2,Turbo_Fan,Platinum_jet_managment,VMC,Takeoff,Missing,Bombardier_CL_600_1A11
44189,Accident,2007-12-25,Ontario_CA,US,Missing,Mcdonnell,DC_9_83,2,Turbo_Fan,"Alaska_airlines,_inc.",VMC,Descent,"34.056111, -117.601111",Mcdonnell_DC_9_83
44419,Accident,2012-12-28,CHICAGO_IL,US,Missing,Embraer,EMB_145,2,Turbo_Fan,American_Airlines,VMC,Takeoff,"44.667778, -85.55",Embraer_EMB_145
44822,Incident,2011-09-01,BatonRouge_LA,US,Minor,Bombardier,CL_600_2B19,2,Turbo_Fan,Atlantic_Southeast,VMC,Landing,"30.532778, -91.149722",Bombardier_CL_600_2B19
44834,Accident,2010-06-19,NewYork_NY,US,Substantial,Boeing,737,2,Turbo_Fan,Delta_Airlines,VMC,Standing,"40.65, -73.783334",Boeing_737
44877,Accident,2010-04-05,Bradley_IL,US,Missing,Saab,SAAB_340B,2,Turbo_Prop,Mesa_Airlines,IMC,Other,"41.146389, -87.859167",Saab_SAAB_340B
44898,Incident,1982-02-24,CHICAGO_IL,US,Missing,Swearingen,SA_227,2,Turbo_Prop,Midstate_airlines,VMC,Landing,Missing,Swearingen_SA_227
45033,Accident,2015-06-30,SaltLakeCity_UT,US,Substantial,Beech,C_99,2,Turbo_Prop,Ameriflight_Airlines,VMC,Takeoff,"40.786389, -111.973334",Beech_C_99
45038,Accident,2015-05-27,WindsorLocks_CT,US,Missing,Boeing,777,2,Turbo_Fan,British_Airlines,VMC,Descent,"41.931667, -72.733056",Boeing_777
45051,Accident,2016-12-05,Camilla_GA,US,Destroyed,Fairchild,SA227,2,Turbo_Prop,Key_lime_air_(dba:_key_lime_air),IMC,Maneuvering,"31.219723, -84.154722",Fairchild_SA227
45052,Incident,2016-12-04,SanAntonio_TX,US,Minor,Embraer,ERJ170_200LR,2,Turbo_Fan,Skywest_Airlines,VMC,Landing,"29.531389, -98.468334",Embraer_ERJ170_200LR
45131,Incident,2009-06-23,Kagoshima_Japan,Japan,Missing,Airbus,A330,2,Turbo_Fan,Northwest_Airlines,IMC,Other,Missing,Airbus_A330
45175,Incident,2007-10-20,Fargo_ND,US,Minor,Airbus,A320,2,Turbo_Jet,Northwest_Airlines,VMC,Landing,"46.920556, -96.815833",Airbus_A320
45221,Accident,2017-03-09,Dallas-FortWorth(DFW)_TX,US,Minor,Mcdonnell,DC_9_83(MD_83),2,Turbo_Fan,American_Airlines,IMC,Cruise,"32.9, -97.040555",Mcdonnell_DC_9_83(MD_83)
45353,Accident,2015-01-21,Goodland_KS,US,Substantial,Piper,PA_31,2,Reciprocating,Key_lime_air,VMC,Other,"39.446944, -101.803056",Piper_PA_31
45387,Accident,2015-06-10,McCook_NE,US,Missing,Bombardier,CL600_2D24,2,Turbo_Fan,Mesa_Airlines,UNK,Other,"39.497222, -102.193889",Bombardier_CL600_2D24
45467,Incident,2006-03-21,Denver_CO,US,Minor,Mcdonnell,DC_9_82,2,Turbo_Fan,American_Airlines,VMC,Landing,"39.861389, -104.673056",Mcdonnell_DC_9_82
45486,Accident,2005-10-19,Houston_TX,US,Substantial,Hawker_siddeley,125_700,2,Turbo_Fan,Kaleidoscope_charter_services_corp.,VMC,Approach,"29.645277, -95.278889",Hawker_siddeley_125_700
45916,Accident,1995-03-12,SANJUAN,Missing,Substantial,Short_brothers,SD3_60,2,Turbo_Prop,Executive_airlines_inc._(dba:_american_eagle),VMC,Taxi,Missing,Short_brothers_SD3_60
46276,Accident,1982-11-23,CULLMAN_AL,US,Destroyed,Beech,95_B55,2,Reciprocating,Central_american_inter'l_inc.,IMC,Takeoff,Missing,Beech_95_B55
46281,Accident,1982-11-01,MEADVILLE_PA,US,Substantial,Cessna,402,2,Reciprocating,"Darne,_inc.",VMC,Landing,Missing,Cessna_402
46294,Accident,1982-09-21,LANGDON_ND,US,Substantial,Piper,PA_34,2,Reciprocating,Thunderbird_aviation,VMC,Takeoff,Missing,Piper_PA_34
46297,Accident,1982-09-17,INDIANAPOLIS_IN,US,Substantial,Beech,G18S,2,Reciprocating,"Indianapolis_air_charter,_inc.",VMC,Takeoff,Missing,Beech_G18S
46429,Accident,1982-03-11,NASHVILLE_TN,US,Substantial,Cessna,310,2,Reciprocating,Courier_service_inc.,IMC,Taxi,Missing,Cessna_310
46430,Accident,1982-03-08,CAPTINTERIA_CA,US,Destroyed,Piper,PA_28R_180,1,Reciprocating,Cal_air_charter,VMC,Climb,Missing,Piper_PA_28R_180
46443,Accident,1982-01-19,TUNTUTULIAK_AK,US,Substantial,Piper,PA-32,1,Reciprocating,Dennis_l_gunder,VMC,Takeoff,Missing,Piper_PA-32
46675,Accident,2014-11-20,Dallas_TX,US,Substantial,Boeing,737,2,Turbo_Fan,Southwest_Airlines,VMC,Standing,"32.841666, -96.85",Boeing_737
46678,Accident,2014-10-05,Jamaica_NY,US,Minor,Airbus,A340_212,4,Turbo_Fan,Alia_the_royal_jordanian_airline,VMC,Taxi,"40.64, -73.778611",Airbus_A340_212
47119,Accident,2018-04-24,PineRidge_SD,US,Substantial,Cessna,T303,2,Reciprocating,Aberdeen_flying_service,IMC,Descent,"43.183056, -102.56",Cessna_T303
47134,Accident,2017-12-14,Kwigillingok_AK,US,Substantial,Piper,PA-32,1,Reciprocating,Paklook_air_(dba:_yute_commuter_service),VMC,Landing,"59.875556, -163.168056",Piper_PA-32
47146,Accident,2017-09-13,Charlotte_NC,US,Substantial,Bombardier,CL_600_2B19,2,Turbo_Fan,PSA_Airlines,VMC,Other,"35.13, -80.56",Bombardier_CL_600_2B19
47164,Incident,2008-08-26,Bogota_Colombia,Colombia,Missing,Boeing,747,4,Turbo_Fan,Kalitta_flying_service_inc_(dba:_kalitta_air),VMC,Takeoff,"4.716389, -74.156389",Boeing_747
47167,Accident,2008-08-18,Bethel_AK,US,Substantial,Cessna,207,1,Reciprocating,Flight_alaska_(dba:_yute_air),VMC,Other,"60.779723, -161.838055",Cessna_207
47478,Incident,2011-12-22,Denver_CO,US,Minor,Boeing,737,2,Turbo_Fan,Southwest_Airlines,IMC,Taxi,Missing,Boeing_737
47479,Accident,2011-12-15,Nanwalek_AK,US,Substantial,Cessna,U206G,1,Reciprocating,Smokey_bay_air_inc,VMC,Takeoff,"59.352222, -151.925278",Cessna_U206G
47483,Accident,2011-11-08,Cheyenne_WY,US,Substantial,Piper,PA_31,2,Turbo_Prop,Travelaire_service_inc,VMC,Takeoff,"41.155556, -104.810278",Piper_PA_31
47622,Accident,1982-11-11,MIAMI_FL,US,Missing,Boeing,707,4,Turbo_Fan,Arrow_airways,VMC,Climb,Missing,Boeing_707
47808,Accident,2007-06-17,Egegik_AK,US,Substantial,Britten_norman,BN2A26,1,Reciprocating,Island_air_service,VMC,Landing,"56.186944, -157.385555",Britten_norman_BN2A26
47831,Accident,2014-04-21,PutinBay_OH,US,Substantial,Piper,PA_28_181,1,Reciprocating,Griffing_flying_service,VMC,Approach,"41.631667, -82.835277",Piper_PA_28_181
47846,Accident,2013-12-02,Walton_IN,US,Substantial,Cessna,560,2,Turbo_Fan,Netjets_Airlines,VMC,Descent,"40.632223, -86.198055",Cessna_560
47848,Accident,2013-11-22,Deadhorse_AK,US,Substantial,Beech,1900C,2,Turbo_Prop,"Hageland_aviation_services,_inc_(dba:_era_alaska)",IMC,Approach,"70.008333, -147.022223",Beech_1900C
47904,Accident,2006-12-10,Waukegan_IL,US,Substantial,Bombardier,BD_100_1A10,2,Turbo_Fan,"Jet_solutions,_llc",VMC,Takeoff,"42.422223, -87.867778",Bombardier_BD_100_1A10
47956,Accident,2007-05-22,Kokomo_IN,US,Substantial,Cessna,421C,2,Reciprocating,"Miller,_dave_(dba:_miller_aviation)",VMC,Takeoff,"40.528056, -86.058889",Cessna_421C
48106,Accident,2014-01-03,LasVegas_NV,US,Substantial,Boeing,737,2,Turbo_Fan,Southwest_Airlines,VMC,Landing,"36.08, -115.152222",Boeing_737
48705,Accident,2018-03-16,Hastings_NE,US,Substantial,Beech,C99,2,Turbo_Prop,Ameriflight_Airlines,VMC,Landing,"40.604167, -98.426389",Beech_C99
48725,Accident,2017-08-22,McKellar_TN,US,Missing,Bombardier,CL_600_2C10,2,Turbo_Fan,Skywest_Airlines,IMC,Other,"35.6, -88.915556",Bombardier_CL_600_2C10
49004,Accident,1982-08-30,EGEGIK_AK,US,Destroyed,Piper,PA-32,1,Reciprocating,Peninsula_Airways,VMC,Takeoff,Missing,Piper_PA-32
49006,Incident,1982-07-20,FENTON_MO,US,Minor,Beech,E18S,2,Reciprocating,"Executive_aviation,_inc.",VMC,Landing,Missing,Beech_E18S
49029,Incident,1982-05-21,DAYTON_OH,US,Missing,Bac,1_11_204AF,2,Turbo_Jet,US_Airways,IMC,Landing,Missing,Bac_1_11_204AF
49050,Accident,1982-03-26,YUBACITY_CA,US,Substantial,Cessna,310Q,2,Reciprocating,Comet_airways_incorporated,VMC,Landing,Missing,Cessna_310Q
49052,Accident,1982-12-27,ASPEN_CO,US,Destroyed,Cessna,404,2,Reciprocating,Gregory_murnane_murnane_aviati,VMC,Takeoff,Missing,Cessna_404
